,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Place_of_Birth,Race,From,To,Pos,Ht,Wt,Birth Date,College,SEASON,RK,NAME,TEAM,SALARY
281,victor oladipo,2014-15,22.0,ORL,NBA,72,71.0,2573.0,15.9,0.228,0.295,2.2,11.2,6.6,19.3,2.4,0.6,14.3,25.2,101.0,108.0,1.5,2.0,3.5,0.065,0.5,-0.5,0.0,1.3,Maryland,Black,2014,2016,G,6-4,210,"May 4, 1992",Indiana University,2014-2015,132,"Victor Oladipo, SG",Orlando Magic,4978200
282,kelly olynyk,2014-15,23.0,BOS,NBA,64,13.0,1423.0,15.9,0.331,0.258,7.0,16.5,11.7,12.2,2.3,2.1,14.3,21.1,105.0,102.0,1.5,2.1,3.6,0.12,0.7,1.4,2.1,1.5,Canada,White,2014,2016,F,7-0,238,"April 19, 1991",Gonzaga University,2014-2015,250,"Kelly Olynyk, C",Boston Celtics,2075760
283,zaza pachulia,2014-15,30.0,MIL,NBA,73,45.0,1730.0,15.6,0.006,0.302,13.1,19.9,16.5,16.2,2.4,1.0,18.2,19.1,103.0,100.0,1.3,2.9,4.2,0.116,-0.9,2.2,1.4,1.5,Georgia,White,2004,2016,C,6-11,270,"February 10, 1984",,2014-2015,126,"Zaza Pachulia, C",Milwaukee Bucks,5200000
284,kostas papanikolaou,2014-15,24.0,HOU,NBA,43,1.0,795.0,7.8,0.538,0.091,5.4,10.9,8.2,15.8,1.8,1.3,21.2,14.2,92.0,105.0,-0.4,0.9,0.5,0.029,-3.0,0.7,-2.3,-0.1,Greece,White,2015,2016,F,6-8,225,"July 31, 1990",,2014-2015,138,"Kostas Papanikolaou, SF",Houston Rockets,4797664
285,jannero pargo,2014-15,35.0,CHO,NBA,9,0.0,73.0,14.9,0.629,0.057,0.0,4.6,2.3,20.8,0.0,0.0,7.7,24.3,111.0,111.0,0.1,0.0,0.2,0.113,3.0,-6.1,-3.2,0.0,Illinois,Black,2003,2015,G,6-1,175,"October 22, 1979",University of Arkansas,2014-2015,350,"Jannero Pargo, PG",Charlotte Hornets,915243
286,jabari parker,2014-15,19.0,MIL,NBA,25,25.0,738.0,14.5,0.061,0.251,7.8,13.5,10.7,9.5,2.1,0.6,13.9,20.7,101.0,103.0,0.4,1.0,1.3,0.088,-1.4,0.2,-1.2,0.1,Illinois,Black,2015,2016,F,6-8,250,"March 15, 1995",Duke University,2014-2015,133,"Jabari Parker, PF",Milwaukee Bucks,4930560
287,tony parker,2014-15,32.0,SAS,NBA,68,68.0,1953.0,15.9,0.107,0.2,0.9,6.5,3.7,28.7,1.2,0.1,13.9,24.5,105.0,107.0,2.4,1.7,4.1,0.1,0.2,-2.2,-2.0,0.0,Belgium,Black and White,2002,2016,G,6-2,185,"May 17, 1982",,2014-2015,36,"Tony Parker, PG",San Antonio Spurs,12500000
288,chandler parsons,2014-15,26.0,DAL,NBA,66,66.0,2186.0,16.3,0.419,0.233,3.2,13.0,8.1,11.4,1.6,0.7,9.5,20.6,112.0,108.0,3.8,1.7,5.5,0.121,2.7,-0.2,2.5,2.5,Florida,White,2012,2016,F,6-9,227,"October 25, 1988",University of Florida,2014-2015,28,"Chandler Parsons, SF",Dallas Mavericks,14700000
289,patrick patterson,2014-15,25.0,TOR,NBA,81,4.0,2156.0,14.6,0.529,0.15,6.8,16.3,11.6,10.7,1.4,1.6,8.7,13.1,122.0,108.0,4.4,1.7,6.1,0.137,2.5,0.7,3.2,2.8,District of Columbia,Black,2011,2016,F,6-9,235,"March 14, 1989",University of Kentucky,2014-2015,108,"Patrick Patterson, PF",Toronto Raptors,5831326
290,chris paul,2014-15,29.0,LAC,NBA,82,82.0,2857.0,26.0,0.298,0.274,2.1,12.5,7.4,47.4,2.8,0.4,12.7,23.7,126.0,105.0,12.9,3.2,16.1,0.27,7.5,0.0,7.5,6.9,North Carolina,Black,2006,2016,G,6-0,175,"May 6, 1985",Wake Forest University,2014-2015,7,"Chris Paul, PG",Los Angeles Clippers,20068563
291,adreian payne,2014-15,23.0,TOT,NBA,32,22.0,739.0,7.7,0.041,0.209,7.2,18.2,12.5,6.4,1.3,1.0,15.5,17.0,88.0,112.0,-0.7,0.2,-0.5,-0.033,-4.6,-1.3,-5.9,-0.7,Ohio,Black,2015,2016,F,6-10,237,"February 19, 1991",Michigan State University,2014-2015,263,"Adreian Payne, PF",Minnesota Timberwolves,1855320
292,elfrid payton,2014-15,20.0,ORL,NBA,82,63.0,2489.0,13.8,0.059,0.302,4.8,11.2,7.9,32.6,2.9,0.7,20.2,18.3,97.0,107.0,0.0,2.3,2.3,0.044,-1.5,0.8,-0.7,0.8,Louisiana,Black,2015,2016,G,6-4,185,"February 22, 1994",University of Louisiana at Lafayette,2014-2015,232,"Elfrid Payton, PG",Orlando Magic,2397840
293,nikola pekovic,2014-15,29.0,MIN,NBA,31,29.0,815.0,16.6,0.0,0.393,12.1,21.0,16.4,5.7,1.2,1.2,9.8,23.1,105.0,112.0,0.9,0.2,1.2,0.069,-1.7,-2.8,-4.5,-0.5,Montenegro,White,2011,2016,C,6-11,307,"January 3, 1986",,2014-2015,39,"Nikola Pekovic, C",Minnesota Timberwolves,12100000
294,kendrick perkins,2014-15,30.0,TOT,NBA,68,3.0,1148.0,7.0,0.004,0.366,8.7,21.2,15.1,6.3,0.7,2.9,26.5,13.6,86.0,105.0,-1.2,1.3,0.1,0.006,-5.5,1.3,-4.2,-0.6,Texas ,Black,2004,2016,C,6-10,270,"November 10, 1984",,2014-2015,405,"Kendrick Perkins, C",Oklahoma City Thunder,274573
295,paul pierce,2014-15,37.0,WAS,NBA,73,73.0,1914.0,15.2,0.462,0.32,2.7,14.3,8.7,11.9,1.2,1.0,10.9,19.9,112.0,104.0,3.2,2.3,5.5,0.138,1.7,-0.2,1.5,1.7,California ,Black,1999,2016,F-G,6-7,235,"October 13, 1977",University of Kansas,2014-2015,123,"Paul Pierce, SF",Washington Wizards,5305000
296,mason plumlee,2014-15,24.0,BRK,NBA,82,45.0,1743.0,18.0,0.006,0.648,11.3,21.6,16.5,7.0,1.9,2.9,14.4,19.2,109.0,103.0,2.5,2.3,4.8,0.131,-0.5,1.4,0.8,1.2,Indiana ,White,2014,2016,F,6-11,245,"March 5, 1990",Duke University,2014-2015,298,"Mason Plumlee, C",Brooklyn Nets,1357080
297,miles plumlee,2014-15,26.0,TOT,NBA,73,28.0,1194.0,13.4,0.0,0.181,10.3,19.3,14.8,4.2,1.7,4.3,15.7,12.0,107.0,103.0,0.9,1.7,2.6,0.103,-2.8,2.5,-0.2,0.5,Indiana ,White,2013,2016,C-F,6-11,249,"September 1, 1988",Duke University,2014-2015,317,"Miles Plumlee, C",Phoenix Suns,1169880
298,quincy pondexter,2014-15,26.0,TOT,NBA,75,30.0,1793.0,9.9,0.546,0.215,3.4,9.0,6.2,7.7,0.6,1.0,9.4,13.8,112.0,110.0,2.1,0.8,2.9,0.078,0.5,-1.1,-0.7,0.6,California ,Black,2011,2015,G-F,6-7,220,"March 10, 1988",University of Washington,2014-2015,196,"Quincy Pondexter, SF",Memphis Grizzlies,3146068
299,otto porter,2014-15,21.0,WAS,NBA,74,13.0,1432.0,11.6,0.266,0.202,5.6,11.6,8.7,6.8,1.6,1.7,10.9,15.1,105.0,104.0,1.0,1.8,2.7,0.092,-1.4,0.9,-0.4,0.6,Missouri ,Black,2014,2016,F,6-8,198,"June 3, 1993",Georgetown University,2014-2015,146,"Otto Porter Jr., SF",Washington Wizards,4470480
300,aj price,2014-15,28.0,TOT,NBA,26,0.0,324.0,12.0,0.416,0.175,2.1,8.9,5.6,23.5,1.1,0.0,8.7,22.5,98.0,108.0,0.0,0.2,0.3,0.041,-0.7,-3.1,-3.7,-0.1,New Jersey,Black,2010,2015,G,6-2,181,"October 7, 1986",University of Connecticut,2014-2015,427,"A.J. Price, PG",Phoenix Suns,53838
301,pablo prigioni,2014-15,37.0,TOT,NBA,67,3.0,1197.0,12.2,0.728,0.18,2.8,8.6,5.7,21.5,3.4,0.1,20.1,11.6,111.0,107.0,1.3,1.0,2.3,0.092,0.0,-0.5,-0.5,0.5,Argentina,White,2013,2016,G,6-3,185,"May 17, 1977",,2014-2015,276,"Pablo Prigioni, PG",New York Knicks,1662961
302,tayshaun prince,2014-15,34.0,TOT,NBA,58,16.0,1397.0,12.0,0.167,0.162,4.1,12.8,8.3,10.3,1.1,0.9,7.5,15.0,108.0,107.0,1.3,1.2,2.5,0.086,-1.5,0.1,-1.3,0.2,California ,Black and White,2003,2016,F,6-9,212,"February 28, 1980",University of Kentucky,2014-2015,77,"Tayshaun Prince, SF",Memphis Grizzlies,7707865
303,miroslav raduljica,2014-15,27.0,MIN,NBA,5,0.0,23.0,3.3,0.0,0.25,9.7,15.4,12.4,0.0,2.2,0.0,18.4,20.9,85.0,111.0,0.0,0.0,0.0,-0.057,-8.2,-6.2,-14.4,-0.1,Serbia,White,2014,2015,C,7-0,250,"January 5, 1988",,2014-2015,285,"Miroslav Raduljica, C",Minnesota Timberwolves,1500000
304,julius randle,2014-15,20.0,LAL,NBA,1,0.0,14.0,-7.5,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,20.5,15.5,41.0,119.0,-0.1,0.0,-0.1,-0.276,-12.3,-4.5,-16.8,-0.1,Texas ,Black,2015,2016,F,6-9,250,"November 29, 1994",University of Kentucky,2014-2015,207,"Julius Randle, PF",Los Angeles Lakers,2997360
305,shavlik randolph,2014-15,31.0,TOT,NBA,21,0.0,126.0,7.2,0.143,0.343,13.8,19.3,16.5,4.4,2.0,1.8,6.9,15.1,83.0,104.0,-0.2,0.2,0.0,-0.004,-5.8,0.0,-5.8,-0.1,North Carolina,White,2006,2015,F,6-10,240,"November 24, 1983",Duke University,2014-2015,313,"Shavlik Randolph, PF",Phoenix Suns,1227985
306,zach randolph,2014-15,33.0,MEM,NBA,71,71.0,2304.0,19.5,0.021,0.32,11.2,25.8,18.5,11.4,1.6,0.5,12.8,24.3,107.0,101.0,3.4,3.8,7.2,0.149,0.4,1.1,1.5,2.0,Indiana ,Black,2002,2016,F,6-9,260,"July 16, 1981",Michigan State University,2014-2015,13,"Zach Randolph, PF",Memphis Grizzlies,16500000
307,jj redick,2014-15,30.0,LAC,NBA,78,78.0,2409.0,16.2,0.488,0.216,1.0,6.6,3.9,9.0,0.8,0.3,8.5,21.0,118.0,111.0,5.8,0.9,6.7,0.134,3.4,-2.7,0.7,1.6,Tennessee ,White,2007,2016,G,6-4,190,"June 24, 1984",Duke University,2014-2015,92,"J.J. Redick, SG",Los Angeles Clippers,6792500
308,glen rice,2014-15,24.0,WAS,NBA,5,0.0,43.0,-3.6,0.467,0.4,5.4,5.1,5.2,6.5,0.0,0.0,10.2,20.7,72.0,110.0,-0.1,0.0,-0.1,-0.121,-7.0,-4.1,-11.1,-0.1,Florida,Black,2014,2015,G,6-6,206,"January 1, 1991",Georgia Institute of Technology,2014-2015,366,"Glen Rice Jr., SG",Washington Wizards,816482
309,jason richardson,2014-15,34.0,PHI,NBA,19,15.0,416.0,11.7,0.539,0.124,3.2,14.5,8.6,16.6,1.6,0.6,7.9,21.3,98.0,107.0,0.0,0.4,0.4,0.045,-1.0,-1.8,-2.9,-0.1,Michigan ,Black,2002,2015,G,6-6,220,"January 20, 1981",Michigan State University,2014-2015,94,"Jason Richardson, SG",Philadelphia 76ers,6601125
310,luke ridnour,2014-15,33.0,ORL,NBA,47,0.0,683.0,10.0,0.358,0.119,1.3,10.1,5.6,21.0,1.5,0.5,17.0,14.8,101.0,110.0,0.3,0.3,0.6,0.042,-2.3,-1.7,-4.0,-0.3,Idaho,White,2004,2015,G,6-2,175,"February 13, 1981",University of Oregon,2014-2015,217,"Luke Ridnour, PG",Orlando Magic,2750000
311,austin rivers,2014-15,22.0,TOT,NBA,76,5.0,1563.0,10.3,0.264,0.254,2.0,8.9,5.5,14.7,1.6,0.7,10.5,17.9,100.0,109.0,0.5,1.0,1.5,0.046,-1.7,-1.2,-2.9,-0.4,California ,White,2013,2016,G,6-4,200,"August 1, 1992",Duke University,2014-2015,229,"Austin Rivers, PG",Los Angeles Clippers,2439840
312,andre roberson,2014-15,23.0,OKC,NBA,67,65.0,1286.0,9.1,0.423,0.239,5.1,16.0,10.6,7.4,2.1,1.8,17.2,9.0,104.0,104.0,0.5,1.6,2.1,0.079,-1.8,2.1,0.3,0.7,New Mexico,Black,2014,2016,G-F,6-7,210,"December 4, 1991",University of Colorado,2014-2015,318,"Andre Roberson, SG",Oklahoma City Thunder,1160880
313,brian roberts,2014-15,29.0,CHO,NBA,72,10.0,1330.0,11.7,0.427,0.164,1.0,8.2,4.5,20.3,1.3,0.4,10.5,18.6,101.0,107.0,0.6,1.2,1.8,0.064,-0.8,-1.7,-2.5,-0.2,Ohio ,Black,2013,2016,G,6-1,173,"December 3, 1985",University of Dayton,2014-2015,220,"Brian Roberts, PG",Charlotte Hornets,2732000
314,glenn robinson,2014-15,21.0,TOT,NBA,35,1.0,261.0,8.5,0.284,0.358,6.1,10.6,8.3,7.0,1.2,0.3,12.4,14.9,97.0,112.0,0.0,0.1,0.1,0.012,-3.9,-2.4,-6.3,-0.3,Indiana,Black,2015,2016,G-F,6-7,222,"January 8, 1994",University of Michigan,2014-2015,391,"Glenn Robinson III, SG",Philadelphia 76ers,507336
315,nate robinson,2014-15,30.0,TOT,NBA,42,1.0,591.0,10.6,0.439,0.18,3.1,6.2,4.6,25.7,1.7,0.4,9.8,22.5,97.0,111.0,0.0,0.2,0.3,0.021,-0.4,-2.8,-3.3,-0.2,Washington ,Black,2006,2016,G,5-9,180,"May 31, 1984",University of Washington,2014-2015,420,"Nate Robinson, PG",Los Angeles Clippers,107676
316,thomas robinson,2014-15,23.0,TOT,NBA,54,4.0,798.0,15.3,0.008,0.408,12.6,28.6,20.5,7.6,2.0,1.9,16.1,20.2,98.0,99.0,0.0,1.4,1.5,0.089,-3.8,1.1,-2.7,-0.1,District of Columbia,Black,2013,2016,F,6-10,237,"March 17, 1991",University of Kansas,2014-2015,169,"Thomas Robinson, PF",Portland Trail Blazers,3678360
317,rajon rondo,2014-15,28.0,TOT,NBA,68,68.0,2018.0,13.5,0.133,0.121,3.9,16.4,10.1,39.3,2.3,0.3,23.6,19.5,95.0,105.0,-0.7,2.3,1.6,0.037,-1.6,1.1,-0.5,0.8,Kentucky ,Black,2007,2016,G,6-1,186,"February 22, 1986",University of Kentucky,2014-2015,34,"Rajon Rondo, PG",Dallas Mavericks,12909090
318,derrick rose,2014-15,26.0,CHI,NBA,51,51.0,1530.0,15.9,0.325,0.224,2.6,8.7,5.7,30.7,1.2,0.8,14.9,31.7,97.0,108.0,0.0,1.2,1.2,0.038,1.1,-2.3,-1.3,0.3,Illinois ,Black,2009,2016,G,6-3,190,"October 4, 1988",University of Memphis,2014-2015,11,"Derrick Rose, PG",Chicago Bulls,18862876
319,terrence ross,2014-15,23.0,TOR,NBA,82,61.0,2092.0,11.2,0.518,0.074,1.8,10.7,6.2,6.5,1.3,1.0,8.1,18.3,103.0,110.0,1.3,1.0,2.4,0.054,0.2,-1.8,-1.6,0.2,Oregon,Black,2013,2016,F-G,6-7,195,"February 5, 1991",University of Washington,2014-2015,214,"Terrence Ross, SF",Toronto Raptors,2793960
320,ricky rubio,2014-15,24.0,MIN,NBA,22,22.0,692.0,15.2,0.233,0.324,3.0,18.1,10.3,43.5,2.8,0.1,20.4,20.0,98.0,110.0,0.1,0.4,0.5,0.033,0.1,-0.5,-0.5,0.3,Spain,White,2012,2016,G,6-4,194,"October 21, 1990",,2014-2015,140,"Ricky Rubio, PG",Minnesota Timberwolves,4660479
321,damjan rudez,2014-15,28.0,IND,NBA,68,2.0,1047.0,8.2,0.646,0.087,0.9,4.1,2.5,7.9,0.8,0.4,14.7,13.8,105.0,109.0,0.6,0.7,1.3,0.061,-0.7,-1.8,-2.5,-0.1,Croatia,White,2015,2016,F,6-10,228,"June 17, 1986",,2014-2015,331,"Damjan Rudez, SF",Indiana Pacers,1100000
322,brandon rush,2014-15,29.0,GSW,NBA,33,0.0,271.0,0.8,0.5,0.204,1.6,14.3,8.2,5.4,0.9,3.3,15.8,11.2,59.0,103.0,-0.7,0.4,-0.3,-0.056,-7.7,1.8,-6.0,-0.3,Missouri,Black,2009,2016,G-F,6-6,210,"July 7, 1985",University of Kansas,2014-2015,321,"Brandon Rush, SF",Golden State Warriors,1145685
323,john salmons,2014-15,35.0,NOP,NBA,21,0.0,270.0,5.1,0.542,0.083,1.7,7.1,4.4,6.6,1.8,1.1,9.1,9.3,94.0,110.0,0.0,0.1,0.1,0.017,-2.7,-0.2,-2.9,-0.1,Pennsylvania ,Black,2003,2015,G,6-7,210,"December 12, 1979",University of Miami,2014-2015,255,"John Salmons, SF",New Orleans Pelicans,2000000
324,larry sanders,2014-15,26.0,MIL,NBA,27,26.0,586.0,15.2,0.0,0.279,13.2,19.2,16.2,6.3,2.3,5.6,12.7,17.0,104.0,98.0,0.4,1.2,1.6,0.132,-2.0,3.4,1.4,0.5,Florida ,Black,2011,2015,F,6-11,235,"November 21, 1988",Virginia Commonwealth University,2014-2015,48,"Larry Sanders, C",Milwaukee Bucks,11000000
325,dennis schroder,2014-15,21.0,ATL,NBA,77,10.0,1516.0,15.7,0.223,0.269,2.3,9.9,6.2,34.6,1.7,0.2,16.8,27.0,101.0,106.0,1.1,1.4,2.5,0.08,-0.4,-2.1,-2.4,-0.2,Germany,Black,2014,2016,G,6-1,172,"September 15, 1993",,2014-2015,274,"Dennis Schroder, PG",Atlanta Hawks,1690680
326,luis scola,2014-15,34.0,IND,NBA,81,16.0,1659.0,16.8,0.031,0.352,9.3,25.6,17.5,11.0,1.5,0.8,11.3,22.8,104.0,101.0,1.7,2.7,4.4,0.126,-1.5,0.7,-0.7,0.5,Argentina,White,2008,2016,F,6-9,240,"April 30, 1980",,2014-2015,134,"Luis Scola, PF",Indiana Pacers,4868499
327,mike scott,2014-15,26.0,ATL,NBA,68,0.0,1123.0,15.1,0.424,0.17,4.7,15.2,10.1,10.9,1.1,0.2,7.4,21.4,108.0,106.0,1.6,1.1,2.7,0.115,0.6,-2.1,-1.6,0.1,Virginia ,Black,2013,2016,F,6-8,237,"July 16, 1988",University of Virginia,2014-2015,180,"Mike Scott, PF",Atlanta Hawks,3333333
328,thabo sefolosha,2014-15,30.0,ATL,NBA,52,7.0,976.0,13.8,0.313,0.233,6.4,19.3,13.1,11.2,2.8,1.8,12.2,14.6,106.0,100.0,0.8,1.7,2.5,0.121,-1.2,2.5,1.3,0.8,Switzerland,Black,2007,2016,G-F,6-7,220,"May 2, 1984",,2014-2015,152,"Thabo Sefolosha, SF",Atlanta Hawks,4150000
329,kevin seraphin,2014-15,25.0,WAS,NBA,79,0.0,1235.0,12.5,0.004,0.182,8.1,17.9,13.1,8.0,0.4,3.8,16.8,21.5,97.0,103.0,0.0,1.7,1.7,0.066,-3.7,0.7,-3.0,-0.3,France,Black,2011,2016,F,6-10,278,"December 7, 1989",,2014-2015,162,"Kevin Seraphin, C",Washington Wizards,3898692
330,ramon sessions,2014-15,28.0,TOT,NBA,64,10.0,1188.0,11.1,0.18,0.518,2.3,11.2,6.9,23.0,1.2,0.0,17.3,18.7,100.0,109.0,0.4,0.7,1.1,0.044,-2.3,-1.6,-3.9,-0.6,South Carolina,Black,2008,2016,G,6-3,190,"April 11, 1986","University of Nevada, Reno",2014-2015,244,"Ramon Sessions, PG",Washington Wizards,2077000
331,iman shumpert,2014-15,24.0,TOT,NBA,62,25.0,1545.0,11.4,0.416,0.136,4.1,12.6,8.3,14.2,2.7,0.8,15.4,17.4,98.0,107.0,0.1,1.4,1.5,0.047,-0.7,0.3,-0.4,0.6,Illinois ,Black,2012,2016,G,6-5,220,"June 26, 1990",Georgia Institute of Technology,2014-2015,223,"Iman Shumpert, SG",New York Knicks,2616975
332,alexey shved,2014-15,26.0,TOT,NBA,42,9.0,767.0,19.5,0.415,0.448,3.3,11.7,7.3,25.7,2.0,0.6,10.7,26.3,111.0,109.0,1.7,0.5,2.2,0.135,3.0,-2.6,0.5,0.5,Russia,White,2013,2015,G,6-6,190,"December 16, 1988",,2014-2015,186,"Alexey Shved, PG",Philadelphia 76ers,3282056
333,kyle singler,2014-15,26.0,TOT,NBA,80,58.0,1743.0,8.5,0.54,0.117,2.0,10.2,6.0,7.3,1.4,1.0,10.5,13.2,104.0,109.0,0.9,1.2,2.0,0.056,-1.3,-0.3,-1.6,0.2,Oregon,White,2013,2016,F,6-8,228,"May 4, 1988",Duke University,2014-2015,333,"Kyle Singler, SF",Oklahoma City Thunder,1090000
334,donald sloan,2014-15,27.0,IND,NBA,53,21.0,1107.0,13.1,0.369,0.217,1.2,13.0,7.1,27.5,1.1,0.0,14.3,18.6,104.0,106.0,0.9,1.1,2.0,0.085,-0.4,-1.0,-1.4,0.2,Louisiana,Black,2012,2016,G,6-3,205,"January 15, 1988",Texas A&M University,2014-2015,344,"Donald Sloan, PG",Indiana Pacers,948163
335,marcus smart,2014-15,20.0,BOS,NBA,67,38.0,1808.0,11.0,0.57,0.266,3.6,9.9,6.7,16.3,2.7,0.8,14.4,15.1,101.0,104.0,0.7,2.2,2.9,0.077,-0.1,1.3,1.1,1.4,Texas,Black,2015,2016,G,6-4,220,"March 6, 1994",Oklahoma State University,2014-2015,185,"Marcus Smart, PG",Boston Celtics,3283320
336,greg smith,2014-15,24.0,DAL,NBA,42,2.0,363.0,10.2,0.0,0.796,7.8,16.1,11.9,3.4,1.0,2.5,14.3,9.5,119.0,107.0,0.5,0.3,0.8,0.108,-2.0,1.0,-1.0,0.1,California,Black,2012,2016,C,6-10,250,"January 8, 1991","California State University, Fresno",2014-2015,345,"Greg Smith, PF",Dallas Mavericks,948163
337,ish smith,2014-15,26.0,TOT,NBA,55,14.0,832.0,12.3,0.163,0.155,1.9,11.4,6.5,40.7,2.2,0.6,16.6,24.6,91.0,107.0,-0.9,0.8,-0.1,-0.006,-2.4,-1.7,-4.1,-0.4,North Carolina,Black,2011,2016,G,6-0,175,"July 5, 1988",Wake Forest University,2014-2015,363,"Ish Smith, PG",Oklahoma City Thunder,861405
338,jr smith,2014-15,29.0,TOT,NBA,70,51.0,2080.0,13.6,0.564,0.095,1.7,10.4,6.0,15.6,2.1,0.8,11.0,19.3,107.0,108.0,2.2,1.5,3.7,0.085,1.7,-1.0,0.7,1.4,New Jersey,Black,2005,2016,G-F,6-6,225,"September 9, 1985",,2014-2015,95,"J.R. Smith, SG",New York Knicks,6515510
339,jason smith,2014-15,28.0,NYK,NBA,82,31.0,1785.0,12.0,0.071,0.258,6.2,15.0,10.5,13.5,0.9,2.1,13.6,19.7,99.0,111.0,0.5,0.7,1.2,0.032,-2.5,-0.9,-3.4,-0.6,Colorado,White,2008,2016,F-C,7-0,245,"March 2, 1986",Colorado State University,2014-2015,187,"Jason Smith, PF",New York Knicks,3278000
340,josh smith,2014-15,29.0,TOT,NBA,83,35.0,2300.0,14.9,0.231,0.258,7.2,18.3,12.6,20.5,1.9,3.9,15.8,24.8,94.0,102.0,-1.1,3.4,2.3,0.048,-1.7,2.6,1.0,1.7,Georgia,Black,2005,2016,F,6-9,225,"December 5, 1985",,2014-2015,248,"Josh Smith, C",Houston Rockets,2077000
341,russ smith,2014-15,23.0,TOT,NBA,12,0.0,65.0,5.2,0.44,0.52,1.8,8.7,5.3,19.4,2.4,0.0,28.1,30.1,81.0,106.0,-0.2,0.1,-0.1,-0.094,-5.6,-2.5,-8.0,-0.1,New York,Black,2015,2016,G,6-0,165,"April 19, 1991",University of Louisville,2014-2015,389,"Russ Smith, PG",Memphis Grizzlies,507336
342,tony snell,2014-15,23.0,CHI,NBA,72,22.0,1412.0,10.2,0.531,0.148,2.5,10.9,6.8,6.8,1.2,0.6,10.8,14.1,108.0,107.0,1.2,1.2,2.4,0.082,-0.6,-0.9,-1.5,0.2,California,Black,2014,2016,G-F,6-7,200,"November 10, 1991",University of New Mexico,2014-2015,288,"Tony Snell, SF",Chicago Bulls,1472400
343,marreese speights,2014-15,27.0,GSW,NBA,76,9.0,1207.0,19.5,0.028,0.276,10.1,18.7,14.5,9.9,0.8,2.1,10.2,29.1,108.0,102.0,2.2,1.8,4.0,0.158,-1.3,-1.3,-2.6,-0.2,Florida,Black,2009,2016,C-F,6-10,255,"August 4, 1987",University of Florida,2014-2015,170,"Marreese Speights, C",Golden State Warriors,3657500
344,tiago splitter,2014-15,30.0,SAS,NBA,52,35.0,1030.0,18.9,0.0,0.396,10.2,17.4,13.9,11.8,1.7,2.7,14.4,18.4,117.0,101.0,2.3,1.7,4.0,0.189,0.8,2.4,3.3,1.4,Brazil,White,2011,2016,F-C,6-11,245,"January 1, 1985",,2014-2015,61,"Tiago Splitter, C",San Antonio Spurs,9250000
345,nik stauskas,2014-15,21.0,SAC,NBA,73,1.0,1127.0,7.5,0.503,0.216,1.1,7.5,4.4,9.0,0.9,1.2,11.0,14.2,100.0,113.0,0.3,0.2,0.5,0.021,-1.9,-2.0,-3.9,-0.5,Canada,White,2015,2016,G,6-6,205,"October 7, 1993",University of Michigan,2014-2015,218,"Nik Stauskas, SG",Sacramento Kings,2745840
346,lance stephenson,2014-15,24.0,CHO,NBA,61,25.0,1573.0,8.8,0.191,0.2,2.7,17.1,9.7,25.4,1.2,0.4,17.6,21.1,85.0,105.0,-2.7,1.8,-0.9,-0.026,-4.0,0.5,-3.5,-0.6,New York,Black,2011,2016,G-F,6-5,230,"September 5, 1990",University of Cincinnati,2014-2015,63,"Lance Stephenson, SF",Charlotte Hornets,9000000
347,david stockton,2014-15,23.0,SAC,NBA,3,0.0,33.0,10.8,0.333,1.0,0.0,6.6,3.4,39.1,3.1,0.0,31.6,16.9,90.0,109.0,0.0,0.0,0.0,-0.014,-4.4,-4.0,-8.4,-0.1,Washington,White,2015,2015,G,5-11,165,"June 24, 1991",Gonzaga University,2014-2015,432,"David Stockton, PG",Sacramento Kings,29483
348,jarnell stokes,2014-15,21.0,MEM,NBA,19,2.0,126.0,18.6,0.0,0.757,14.6,16.3,15.4,5.2,2.1,3.3,12.4,20.5,114.0,100.0,0.3,0.2,0.5,0.186,-0.2,0.7,0.5,0.1,Tennessee,Black,2015,2016,F-C,6-9,263,"January 7, 1994",University of Tennessee,2014-2015,378,"Jarnell Stokes, PF",Memphis Grizzlies,725000
349,amar'e stoudemire,2014-15,32.0,TOT,NBA,59,15.0,1245.0,20.3,0.008,0.38,9.9,20.5,15.1,6.8,1.2,2.5,12.0,23.8,112.0,107.0,2.6,1.0,3.6,0.138,-0.2,-1.3,-1.4,0.2,Florida,Black,2003,2016,F-C,6-10,245,"November 16, 1982",,2014-2015,403,"Amar'e Stoudemire, PF",New York Knicks,306876
350,jared sullinger,2014-15,22.0,BOS,NBA,58,49.0,1566.0,17.9,0.26,0.182,10.1,20.9,15.4,14.2,1.4,2.1,9.3,23.6,106.0,103.0,1.9,2.1,4.0,0.123,1.0,1.0,2.0,1.6,Ohio,Others,2013,2016,F,6-9,260,"March 4, 1992",Ohio State University,2014-2015,294,"Jared Sullinger, C",Boston Celtics,1424520
351,jeffery taylor,2014-15,25.0,CHO,NBA,29,13.0,430.0,8.2,0.316,0.36,3.5,10.3,6.8,8.2,1.4,0.2,12.6,16.0,95.0,106.0,-0.1,0.4,0.3,0.034,-3.3,-0.6,-4.0,-0.2,Sweden,Black and White,2013,2015,F,6-7,225,"May 23, 1989",Vanderbilt University,2014-2015,349,"Jeff Taylor, SF",Charlotte Hornets,915243
